"Project ID","Project Name","Project Type","Task Name","Contractor Type","Labor Count","Task Duration (hours)","Task Duration (days)","Total Cost (£","Start Date","Location","Complexity Level","season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Tank Fabrication","Specialist",21,128,16.0,155904,"2025-01-23","Port Harcourt","High","Dry season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Structural Steel Assembly","Specialist",17,716,89.5,657288,"2025-04-01","Lagos","Medium","Raining season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Painting & Coating","Specialist",10,757,94.6,310370,"2025-12-14","Lagos","High","Dry season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Compressor Installation","Specialist",24,302,37.8,369648,"2025-12-04","Uyo","High","Dry season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","Specialist",9,387,48.4,146286,"2025-12-27","Onne","High","Dry season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Jetty Construction","Specialist",18,682,85.2,1448568,"2025-04-01","Uyo","High","Raining season"
2053,"NLNG Jetty and Loading Bay Upgrade","Marine","Pipeline Welding","General",21,280,35.0,676200,"2025-02-14","Bayelsa","High","Dry season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Electrical Cabling","Specialist",8,424,53.0,264576,"2025-08-25","Bonny Island","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Control Room Setup","Specialist",16,585,73.1,1048320,"2025-10-01","Bonny Island","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","Specialist",16,236,29.5,237888,"2025-04-05","Onne","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Pipeline Welding","General",8,786,98.2,408720,"2025-05-19","Abuja","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Scaffolding","General",20,623,77.9,809900,"2025-05-25","Delta","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Fire Protection Systems","General",13,211,26.4,249613,"2025-11-23","Uyo","Medium","Dry season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","Specialist",22,782,97.8,1341912,"2025-06-28","Bonny Island","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Fire Protection Systems","Specialist",16,591,73.9,472800,"2025-02-06","Delta","High","Dry season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","Specialist",17,215,26.9,226610,"2025-01-03","Uyo","High","Dry season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Process Equipment Erection","General",5,219,27.4,54750,"2025-04-07","Calabar","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Pipeline Welding","Specialist",10,675,84.4,506250,"2025-04-11","Onne","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Jetty Construction","Specialist",20,712,89.0,1424000,"2025-09-17","Calabar","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Fire Protection Systems","Specialist",24,579,72.4,1459080,"2025-08-09","Port Harcourt","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Site Clearance","Specialist",16,246,30.8,291264,"2025-05-09","Onne","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Site Clearance","General",8,195,24.4,70200,"2025-07-23","Bonny Island","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","General",24,383,47.9,891624,"2025-11-30","Calabar","Medium","Dry season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","Specialist",10,481,60.1,264550,"2025-08-03","Warri","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","General",11,612,76.5,370260,"2025-07-15","Bonny Island","Medium","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Electrical Cabling","Specialist",7,656,82.0,528080,"2025-05-25","Onne","High","Raining season"
2054,"NLNG Gas Pipeline Construction","Infrastructure","Pipeline Welding","Specialist",12,392,49.0,296352,"2025-04-30","Bonny Island","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",10,645,80.6,387000,"2025-03-12","Bayelsa","High","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",17,645,80.6,438600,"2025-03-06","Uyo","Medium","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Testing & Commissioning","General",15,682,85.2,767250,"2025-06-02","Abuja","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Jetty Construction","General",8,209,26.1,120384,"2025-12-14","Bayelsa","High","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Compressor Installation","General",21,253,31.6,616308,"2025-07-16","Calabar","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","General",18,140,17.5,284760,"2025-10-26","Abuja","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Testing & Commissioning","Specialist",9,498,62.2,497502,"2025-06-16","Port Harcourt","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Fire Protection Systems","Specialist",14,399,49.9,374262,"2025-01-03","Onne","High","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Control Room Setup","Specialist",25,713,89.1,1996400,"2025-08-31","Onne","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Instrumentation","General",16,794,99.2,1067136,"2025-12-28","Port Harcourt","Medium","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","HVAC for Control Room","Specialist",24,131,16.4,370992,"2025-12-23","Bonny Island","Medium","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Painting & Coating","General",12,332,41.5,195216,"2025-04-03","Warri","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Electrical Cabling","General",21,90,11.2,151200,"2025-04-21","Port Harcourt","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Compressor Installation","Specialist",19,458,57.2,382888,"2025-10-20","Port Harcourt","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Process Equipment Erection","Specialist",17,274,34.2,209610,"2025-02-15","Lagos","High","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Tank Fabrication","Specialist",12,539,67.4,310464,"2025-12-22","Abuja","Medium","Dry season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Cathodic Protection","General",11,451,56.4,223245,"2025-10-19","Warri","Medium","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Offshore Crane Installation","General",25,248,31.0,539400,"2025-04-01","Abuja","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Pile Driving","General",14,396,49.5,598752,"2025-09-19","Bayelsa","High","Raining season"
2055,"NLNG Jetty and Loading Bay Upgrade","Marine","Safety Systems Installation","Specialist",18,228,28.5,348840,"2025-04-18","Abuja","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",23,643,80.4,1153542,"2025-05-12","Abuja","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Control Room Setup","General",9,580,72.5,276660,"2025-10-21","Lagos","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Site Clearance","General",12,98,12.2,61152,"2025-11-10","Uyo","Medium","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","Specialist",10,518,64.8,295260,"2025-12-26","Uyo","High","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Pile Driving","General",24,90,11.2,228960,"2025-04-24","Delta","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","General",21,778,97.2,882252,"2025-09-02","Calabar","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Scaffolding","General",23,369,46.1,678960,"2025-12-24","Uyo","High","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","General",7,141,17.6,79947,"2025-12-05","Bonny Island","Medium","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Painting & Coating","Specialist",19,84,10.5,161196,"2025-01-18","Warri","Medium","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Subsea Pipeline Laying","Specialist",18,137,17.1,150426,"2025-01-29","Uyo","Medium","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","Specialist",15,675,84.4,1164375,"2025-09-07","Abuja","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Compressor Installation","Specialist",10,664,83.0,278880,"2025-07-14","Bayelsa","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","General",13,300,37.5,175500,"2025-05-30","Uyo","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Compressor Installation","Specialist",7,146,18.2,89936,"2025-05-21","Port Harcourt","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Scaffolding","Specialist",15,558,69.8,418500,"2025-05-26","Bonny Island","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Offshore Crane Installation","Specialist",9,255,31.9,268515,"2025-09-17","Bonny Island","High","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","Specialist",9,566,70.8,514494,"2025-07-12","Delta","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","HVAC for Control Room","Specialist",7,378,47.2,277830,"2025-09-01","Bayelsa","Medium","Raining season"
2056,"NLNG Storage Tank Installation","Industrial","Process Equipment Erection","Specialist",23,81,10.1,186300,"2025-11-25","Warri","Medium","Dry season"
2056,"NLNG Storage Tank Installation","Industrial","Compressor Installation","General",21,235,29.4,444150,"2025-03-31","Calabar","Medium","Dry season"
2057,"NLNG Plant Expansion","Industrial","Pipeline Welding","Specialist",15,717,89.6,1140030,"2025-01-27","Abuja","Medium","Dry season"
2057,"NLNG Plant Expansion","Industrial","Fire Protection Systems","Specialist",16,531,66.4,475776,"2025-10-26","Calabar","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Structural Steel Assembly","General",21,335,41.9,330645,"2025-05-20","Warri","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Testing & Commissioning","Specialist",9,707,88.4,502677,"2025-11-02","Abuja","High","Dry season"
2057,"NLNG Plant Expansion","Industrial","Process Equipment Erection","General",24,247,30.9,492024,"2025-01-26","Lagos","High","Dry season"
2057,"NLNG Plant Expansion","Industrial","Control Room Setup","Specialist",16,622,77.8,1194240,"2025-09-06","Onne","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Electrical Cabling","General",6,718,89.8,280020,"2025-10-12","Onne","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Pipeline Welding","General",9,485,60.6,449595,"2025-11-23","Onne","High","Dry season"
2057,"NLNG Plant Expansion","Industrial","Tank Fabrication","General",20,292,36.5,332880,"2025-04-24","Uyo","Medium","Raining season"
2057,"NLNG Plant Expansion","Industrial","Pipeline Welding","General",11,482,60.2,365838,"2025-07-03","Bonny Island","Medium","Raining season"
2057,"NLNG Plant Expansion","Industrial","Process Equipment Erection","General",13,353,44.1,357942,"2025-02-28","Lagos","Medium","Dry season"
2057,"NLNG Plant Expansion","Industrial","Control Room Setup","Specialist",24,412,51.5,909696,"2025-07-09","Abuja","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Electrical Cabling","Specialist",18,299,37.4,409032,"2025-05-16","Lagos","Medium","Raining season"
2057,"NLNG Plant Expansion","Industrial","Tank Fabrication","Specialist",21,460,57.5,772800,"2025-09-10","Port Harcourt","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Painting & Coating","Specialist",8,264,33.0,95040,"2025-03-13","Abuja","Medium","Dry season"
2057,"NLNG Plant Expansion","Industrial","Electrical Cabling","General",7,338,42.2,139594,"2025-10-22","Warri","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Safety Systems Installation","Specialist",22,756,94.5,1846152,"2025-11-15","Bayelsa","Medium","Dry season"
2057,"NLNG Plant Expansion","Industrial","Structural Steel Assembly","Specialist",7,442,55.2,290836,"2025-09-12","Bayelsa","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Compressor Installation","Specialist",18,112,14.0,157248,"2025-06-07","Bonny Island","High","Raining season"
2057,"NLNG Plant Expansion","Industrial","Site Clearance","Specialist",24,778,97.2,840240,"2025-04-30","Warri","Medium","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Jetty Construction","General",16,632,79.0,667392,"2025-02-21","Uyo","Medium","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","Specialist",9,345,43.1,220455,"2025-02-09","Port Harcourt","Medium","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","General",8,679,84.9,499744,"2025-11-06","Calabar","High","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Pile Driving","General",15,447,55.9,341955,"2025-07-15","Calabar","Medium","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Scaffolding","Specialist",25,140,17.5,332500,"2025-11-13","Abuja","Medium","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","General",7,253,31.6,129283,"2025-11-08","Lagos","Medium","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","Specialist",12,93,11.6,114948,"2025-01-12","Bonny Island","Medium","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Site Clearance","General",19,444,55.5,877344,"2025-01-08","Lagos","High","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Site Clearance","General",23,337,42.1,844859,"2025-03-28","Lagos","High","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Site Clearance","General",12,712,89.0,768960,"2025-07-25","Abuja","High","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Compressor Installation","Specialist",16,524,65.5,913856,"2025-10-10","Uyo","High","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Safety Systems Installation","General",18,447,55.9,828738,"2025-09-05","Port Harcourt","High","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Instrumentation","General",15,429,53.6,283140,"2025-06-29","Bayelsa","Medium","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Compressor Installation","Specialist",16,712,89.0,637952,"2025-01-05","Warri","High","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",10,271,33.9,281840,"2025-02-27","Delta","High","Dry season"
2058,"NLNG Storage Tank Installation","Industrial","Subsea Pipeline Laying","General",5,663,82.9,344760,"2025-04-11","Bonny Island","Medium","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","General",11,314,39.2,404118,"2025-04-27","Abuja","High","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Control Room Setup","General",16,679,84.9,782208,"2025-05-24","Onne","High","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Offshore Crane Installation","General",20,655,81.9,995600,"2025-06-13","Delta","Medium","Raining season"
2058,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","General",20,471,58.9,1007940,"2025-11-30","Uyo","High","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Subsea Pipeline Laying","Specialist",25,235,29.4,323125,"2025-03-08","Port Harcourt","Medium","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",23,701,87.6,1918637,"2025-09-22","Onne","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Jetty Construction","General",11,702,87.8,818532,"2025-09-10","Bayelsa","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Pipeline Welding","Specialist",11,531,66.4,274527,"2025-03-01","Uyo","High","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",14,579,72.4,753858,"2025-08-16","Delta","High","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Jetty Construction","General",19,245,30.6,204820,"2025-10-06","Onne","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Safety Systems Installation","Specialist",8,227,28.4,148912,"2025-06-29","Port Harcourt","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Control Room Setup","Specialist",9,291,36.4,154521,"2025-07-01","Lagos","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Instrumentation","Specialist",9,218,27.2,178542,"2025-12-16","Delta","Medium","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Offshore Crane Installation","Specialist",12,343,42.9,386904,"2025-02-09","Calabar","Medium","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Pile Driving","Specialist",17,271,33.9,497556,"2025-12-24","Onne","High","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Pile Driving","Specialist",13,180,22.5,170820,"2025-10-16","Abuja","High","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Painting & Coating","General",20,454,56.8,408600,"2025-09-08","Lagos","High","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Control Room Setup","General",22,138,17.2,148764,"2025-08-31","Delta","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Subsea Pipeline Laying","Specialist",24,794,99.2,838464,"2025-03-09","Uyo","High","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Pile Driving","General",21,393,49.1,387891,"2025-01-21","Abuja","Medium","Dry season"
2059,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","General",7,262,32.8,121044,"2025-10-10","Bayelsa","Medium","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Instrumentation","General",5,176,22.0,49280,"2025-08-25","Bonny Island","High","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","Specialist",10,92,11.5,87400,"2025-08-12","Calabar","High","Raining season"
2059,"NLNG Storage Tank Installation","Industrial","Process Equipment Erection","Specialist",18,197,24.6,244674,"2025-12-31","Delta","High","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","General",5,599,74.9,281530,"2025-08-06","Uyo","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","General",21,745,93.1,735315,"2025-09-10","Uyo","High","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Pipeline Welding","General",18,597,74.6,999378,"2025-01-09","Port Harcourt","Medium","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","General",11,710,88.8,616990,"2025-10-25","Bonny Island","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","General",7,649,81.1,404327,"2025-08-28","Bonny Island","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","Specialist",21,534,66.8,874692,"2025-08-30","Onne","High","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Site Clearance","General",24,595,74.4,1042440,"2025-04-12","Warri","High","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Electrical Cabling","General",17,556,69.5,434792,"2025-05-21","Uyo","High","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","Specialist",22,637,79.6,826826,"2025-10-03","Uyo","High","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","General",12,652,81.5,923232,"2025-10-18","Calabar","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Structural Steel Assembly","Specialist",8,135,16.9,48600,"2025-11-14","Warri","High","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","General",10,226,28.2,257640,"2025-05-17","Calabar","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","Specialist",6,618,77.2,422712,"2025-08-29","Bonny Island","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Cathodic Protection","Specialist",11,139,17.4,65747,"2025-11-22","Onne","Medium","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Pile Driving","General",6,697,87.1,309468,"2025-01-15","Uyo","Medium","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Jetty Construction","General",19,101,12.6,180386,"2025-12-20","Abuja","Medium","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","General",10,451,56.4,401390,"2025-09-06","Bonny Island","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","General",6,155,19.4,73470,"2025-03-02","Bonny Island","Medium","Dry season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Structural Steel Assembly","General",12,712,89.0,862944,"2025-05-14","Onne","Medium","Raining season"
2060,"NLNG Gas Pipeline Construction","Infrastructure","Subsea Pipeline Laying","General",9,800,100.0,403200,"2025-06-01","Delta","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Process Equipment Erection","General",10,232,29.0,148480,"2025-09-04","Lagos","Medium","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Tank Fabrication","General",21,406,50.8,468930,"2025-09-30","Delta","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","Specialist",15,683,85.4,1044990,"2025-12-21","Warri","High","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Structural Steel Assembly","General",13,212,26.5,253552,"2025-07-29","Bayelsa","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Structural Steel Assembly","Specialist",13,422,52.8,427908,"2025-02-11","Lagos","Medium","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Jetty Construction","Specialist",23,758,94.8,1447022,"2025-03-03","Delta","High","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Structural Steel Assembly","General",14,158,19.8,185808,"2025-07-31","Port Harcourt","Medium","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Tank Fabrication","General",10,413,51.6,450170,"2025-08-20","Calabar","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","Specialist",8,696,87.0,250560,"2025-07-02","Lagos","Medium","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","Specialist",24,447,55.9,1212264,"2025-02-21","Port Harcourt","Medium","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","General",20,382,47.8,695240,"2025-01-12","Abuja","High","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Testing & Commissioning","Specialist",10,180,22.5,73800,"2025-04-16","Port Harcourt","Medium","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Instrumentation","General",14,643,80.4,855190,"2025-01-26","Delta","Medium","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Testing & Commissioning","Specialist",17,617,77.1,692274,"2025-12-21","Lagos","High","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","Specialist",10,263,32.9,310340,"2025-01-01","Lagos","Medium","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Subsea Pipeline Laying","General",14,775,96.9,477400,"2025-12-15","Bayelsa","High","Dry season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Scaffolding","Specialist",9,236,29.5,178416,"2025-09-15","Onne","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","HVAC for Control Room","Specialist",23,230,28.8,449650,"2025-04-02","Onne","Medium","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Painting & Coating","Specialist",14,772,96.5,1069992,"2025-07-21","Bayelsa","High","Raining season"
2061,"NLNG Gas Pipeline Construction","Infrastructure","Safety Systems Installation","Specialist",19,84,10.5,137256,"2025-10-04","Delta","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Site Clearance","Specialist",6,478,59.8,312612,"2025-01-05","Uyo","High","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Pile Driving","General",19,495,61.9,714780,"2025-03-15","Port Harcourt","High","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Instrumentation","General",19,177,22.1,336300,"2025-09-25","Port Harcourt","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Structural Steel Assembly","Specialist",25,317,39.6,538900,"2025-07-13","Warri","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Structural Steel Assembly","General",6,398,49.8,248352,"2025-10-24","Bayelsa","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Process Equipment Erection","General",7,174,21.8,137634,"2025-09-21","Warri","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Painting & Coating","Specialist",5,475,59.4,190000,"2025-03-27","Bayelsa","High","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","Specialist",17,617,77.1,545428,"2025-05-04","Delta","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Testing & Commissioning","General",16,594,74.2,931392,"2025-10-09","Abuja","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",6,578,72.2,353736,"2025-10-03","Uyo","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","HVAC for Control Room","Specialist",16,313,39.1,315504,"2025-10-30","Delta","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Instrumentation","Specialist",17,424,53.0,857752,"2025-11-10","Bayelsa","Medium","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Jetty Construction","Specialist",25,336,42.0,798000,"2025-10-04","Delta","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","General",11,756,94.5,831600,"2025-07-10","Delta","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","General",12,349,43.6,498372,"2025-01-18","Lagos","High","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Jetty Construction","Specialist",16,588,73.5,1016064,"2025-02-28","Uyo","Medium","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","General",16,768,96.0,1191936,"2025-08-27","Warri","High","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Painting & Coating","Specialist",12,778,97.2,476136,"2025-09-03","Delta","Medium","Raining season"
2062,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","General",23,152,19.0,223744,"2025-03-07","Port Harcourt","Medium","Dry season"
2062,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","General",15,736,92.0,1170240,"2025-07-08","Abuja","Medium","Raining season"
2063,"NLNG Storage Tank Installation","Industrial","Tank Fabrication","Specialist",5,167,20.9,59285,"2025-12-28","Warri","Medium","Dry season"
2063,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","General",23,689,86.1,1679782,"2025-12-19","Abuja","High","Dry season"
2063,"NLNG Storage Tank Installation","Industrial","Painting & Coating","Specialist",17,112,14.0,99008,"2025-10-31","Port Harcourt","High","Raining season"
2063,"NLNG Storage Tank Installation","Industrial","Structural Steel Assembly","Specialist",25,792,99.0,1643400,"2025-04-18","Bayelsa","Medium","Raining season"
2063,"NLNG Storage Tank Installation","Industrial","Subsea Pipeline Laying","General",17,791,98.9,1102654,"2025-03-03","Port Harcourt","High","Dry season"
2063,"NLNG Storage Tank Installation","Industrial","Pile Driving","Specialist",8,331,41.4,169472,"2025-11-10","Warri","Medium","Dry season"
2063,"NLNG Storage Tank Installation","Industrial","Fire Protection Systems","Specialist",22,738,92.2,811800,"2025-04-11","Calabar","Medium","Raining season"
2063,"NLNG Storage Tank Installation","Industrial","Cathodic Protection","Specialist",10,467,58.4,289540,"2025-04-20","Abuja","High","Raining season"
2063,"NLNG Storage Tank Installation","Industrial","Electrical Cabling","General",9,482,60.2,286308,"2025-04-22","Bayelsa","Medium","Raining season"
